kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Contoh hewan yang mengalami metamorfosis sempurna yaitu kupu-kupu dan nyamuk.,Contoh hewan yang mengalami metamorfosis sempurna yaittu kupu-kupu dan nyamuk.,IPA,Insertion Error
"Ketika menemukan tempat yang cocok, kupu-kupu betina segera bertelur.","Ketika menemukan tempat yang cocok, kupu-kupu betitna segera bertelur.",IPA,Insertion Error
Telur kupu-kupu akan dilekatkan pada daun.,Telur kupu-kupu akan dilekatkano pada daun.,IPA,Insertion Error
"Setelah beberapa hari, telur-telur itu menetas menjadi ulat.","Setelah beberapa hari, telur-telur itu menetas menjtadi ulat.",IPA,Insertion Error
Ulat dapat membuat kepompong dari air liurnya.,Ulat dapat membuat kepompong dari air liurtnya.,IPA,Insertion Error
Air liur ini dapat mengeras membentuk benang-benang.,Air liur ini dapat mengeras membentuk benang-benantg.,IPA,Insertion Error
Ulat membungkus tubuhnya dengan benang-benang tersebut membentuk kepompong.,Ulat membungkus tubuhnya dengan benang-benang tersebut membenttuk kepompong.,IPA,Insertion Error
Larva nyamuk sering disebut jentik-jentik atau tempayak.,Larva nyamuk sering disebut jentik-jentik atau tempayatk.,IPA,Insertion Error
Larva nyamuk lebih banyak menghabiskan waktunya untuk makan.,Larva nyamuk lebih banyak menghabiskan waktunya untutk makan.,IPA,Insertion Error
"Hewan itu, misalnya capung (sibar-sibar) dan kumbang kelapa.","Hewan itu, misalnya capung (sibar-sibar) dan kumbtang kelapa.",IPA,Insertion Error
"Bentuk tubuh hewan muda yang mengalami metamorfosis tidak sempurna tidak jauh berbeda dengan saat dewasanya, contohnya kecoak.","Bentuk tubuh hewan muda yang mengalami metamorfosist tidak sempurna tidak jauh berbeda dengan saat dewasanya, contohnya kecoak.",IPA,Insertion Error
Kecoak bertelur dalam jumlah banyak.,Kecoak bertelur dalam juomlah banyak.,IPA,Insertion Error
Selongsong ini berfungsi sebagai pelindung telur.,Selongsong ini berfungsi seobagai pelindung telur.,IPA,Insertion Error
Contoh hewan yang mengalami metamorfosis tidak sempurna yaitu kecoak.,Contoh hewan yang mengalami metamorfosis tidak sempurnta yaitu kecoak.,IPA,Insertion Error
Memang menyenangkan memelihara hewan.,Memang menyenangkan memeliharat hewan.,IPA,Insertion Error
"Akan tetapi, jika kamu memelihara hewan kamu harus bisa memperlakukan hewan peliharaanmu dengan baik.","Akan tetapi, jika kamut memelihara hewan kamu harus bisa memperlakukan hewan peliharaanmu dengan baik.",IPA,Insertion Error
Setiap hewan peliharaan memerlukan perlakuan tertentu.,Setiap hewan peliharaan memerlukano perlakuan tertentu.,IPA,Insertion Error
"Selain itu, hewan peliharaan juga harus dipenuhi kebutuhannya.","Selain itu, hewan peliharaan juga harus dipenuhti kebutuhannya.",IPA,Insertion Error
"Oleh karena itu, kamu perlu membersihkan tubuh hewan peliharaan, terutama hewan berambut atau berbulu.","Oleh karena itu, kamu perlu membersihkan tubuth hewan peliharaan, terutama hewan berambut atau berbulu.",IPA,Insertion Error
Hewan yang berambut atau berbulu mudah dihinggapi kutu.,Hewan yang berambut atau berbulu mudah dihinggapit kutu.,IPA,Insertion Error
Akuarium harus kamu kuras seminggu sekali.,Akuarium harus kamu kuoras seminggu sekali.,IPA,Insertion Error
Lumut dan kotoran yang melekat pada dinding akuarium harus dibersihkan.,Lumut dan kotoran yang melekat pada dindting akuarium harus dibersihkan.,IPA,Insertion Error
Air dalam akuarium juga harus sering diganti.,Air dalam akuarium juga harus sering digatnti.,IPA,Insertion Error
Demikian juga jika kamu memelihara ayam.,Demikian juga jika kaomu memelihara ayam.,IPA,Insertion Error
Setiap hari kandang harus selalu dibersihkan.,Setiap hari kandang haorus selalu dibersihkan.,IPA,Insertion Error
Kotoran ayam dapat ditimbun agar menjadi pupuk.,Kotoran ayam dapat ditimbun agar menjadi puputk.,IPA,Insertion Error
Alas penampung kotoran selalu diganti setiap hari.,Alas penampung kotoran selalu diganti setiap harit.,IPA,Insertion Error
Toksoplasma disebabkan oleh virus yang terdapat pada rambut kucing.,Toksoplasma disebabkan oleh virus yang terdapat padat rambut kucing.,IPA,Insertion Error
Cucilah tanganmu setelah memegang kucing.,Cucilah tanganmu setelah memeganog kucing.,IPA,Insertion Error
"Ingat, jangan menciumi kucing agar rambutnya tidak masuk ke dalam hidungmu.","Ingat, jangan menciumi kucing agar rambutnya tidatk masuk ke dalam hidungmu.",IPA,Insertion Error
Kamu tidak perlu membuat kandang khusus untuk kucing.,Kamu tidak perlu membuat kandang khusus untutk kucing.,IPA,Insertion Error
Vaksinasi perlu dilakukan pada hewan-hewan tertentu.,Vaksinasi perlu dilakukan paoda hewan-hewan tertentu.,IPA,Insertion Error
Hewan akan tampak bahagia jika kamu memperlakukannya dengan kasih sayang.,Hewan akan tampak bahagia jika kamu memperlakukanntya dengan kasih sayang.,IPA,Insertion Error
"Apabila dibelai, kucing akan tampak menyukainya.","Apabila dibelai, kucing akoan tampak menyukainya.",IPA,Insertion Error
"Saat diberi makan, ekor kucing akan dikibas-kibaskan sebagai tanda terima kasih.","Saat diberi makan, ekor kucing akan dikibas-kibasktan sebagai tanda terima kasih.",IPA,Insertion Error
"Jadi, memperlakukan hewan peliharaan dengan rasa kasih sayang amat penting.","Jadi, memperlakukan hewan peliharaan dengan rasa kasith sayang amat penting.",IPA,Insertion Error
Hal ini dapat memengaruhi keberlangsungan hidup hewan peliharaan.,Hal ini dapat memengaruhi keberlangsungan hidup hewatn peliharaan.,IPA,Insertion Error
Setiap hewan memerlukan perlakuan yang baik dari manusia.,Setiap hewan memerlukan perlakuan yang baik darit manusia.,IPA,Insertion Error
Kita tidak boleh memperlakukan hewan dengan semena-mena.,Kita tidak boleh memperlakukan hewan dengan semena-menta.,IPA,Insertion Error
"Hewan-hewan yang biasa diternakkan contohnya ayam, itik, kambing, sapi, berbagai jenis burung, dan berbagai jenis ikan.","Hewan-hewan yang biasa diternakkan contohnya ayam, itikt, kambing, sapi, berbagai jenis burung, dan berbagai jenis ikan.",IPA,Insertion Error
Ayam dan itik diternak untuk dimanfaatkan daging dan telurnya.,Ayam dan itik diternak untuk dimanfaatkan dagitng dan telurnya.,IPA,Insertion Error
Ikan diternak untuk dimanfaatkan dagingnya.,Ikan diternak untuk dimanfaatkoan dagingnya.,IPA,Insertion Error
Saat ini banyak orang membicarakan flu burung.,Saat ini banyak orang membicarakan flu burutng.,IPA,Insertion Error
Flu burung disebabkan oleh virus pada unggas.,Flu burung disebabkan oleh virus pada unggtas.,IPA,Insertion Error
Kini kamu telah memahami cara memperlakukan hewan peliharaan.,Kini kamu telah memahami cara memperlakukan hewatn peliharaan.,IPA,Insertion Error
"Jadi, kamu harus memelihara hewan dengan benar.","Jadi, kamu harus memelihara hewan dengan benatr.",IPA,Insertion Error
Setiap hewan memakan jenis makanan yang tertentu.,Setiap hewan memakan jenis makanan yang tertenttu.,IPA,Insertion Error
Hewan peliharaan memerlukan berbagai perawatan.,Hewan peliharaan memerlukan berbagaoi perawatan.,IPA,Insertion Error
Kamu telah mempelajari tentang cara memperlakukan hewan.,Kamu telah mempelajari tentang cara memperlakukan hewatn.,IPA,Insertion Error
Burung jalak memakan kutu yang ada di tubuh kerbau.,Burung jalak memakan kutu yang ada tdi tubuh kerbau.,IPA,Insertion Error
Kerbau pun senang saat kutu-kutunya dimakan oleh burung jalak.,Kerbau pun senang saat kutu-kutunya dimakan oleht burung jalak.,IPA,Insertion Error
Inilah hubungan yang saling menguntungkan antarmakhluk hidup.,Inilah hubungan yang saling menguntungkan antarmakhluk hidutp.,IPA,Insertion Error
Setiap makhluk hidup membutuhkan makhluk hidup lainnya.,Setiap makhluk hidup membutuhkan makhluk hidup laintnya.,IPA,Insertion Error
"Jadi, di alam terdapat hubungan saling ketergantungan antarmakhluk hidup.","Jadi, di alam terdapat hubungan saling ketergantungtan antarmakhluk hidup.",IPA,Insertion Error
Di antara makhluk hidup itu ada yang membentuk hubungan khas.,Di antara makhluk hidup itu ada yangt membentuk hubungan khas.,IPA,Insertion Error
"Oleh karena itu, peran salah satu makhluk hidup tidak dapat digantikan makhluk lainnya.","Oleh karena itu, peran salah satu makhtluk hidup tidak dapat digantikan makhluk lainnya.",IPA,Insertion Error
Lebah mengisap madu yang terdapat pada bunga.,Lebah mengisap madu yang terdapat pada bungta.,IPA,Insertion Error
Tumbuhan benalu dapat membuat makanannya sendiri karena mempunyai zat hijau daun.,Tumbuhan benalu dapat membuat makanannya sendiri karetna mempunyai zat hijau daun.,IPA,Insertion Error
Dalam hubungan ini tumbuhan inang dirugikan karena bahan makanannya berkurang.,Dalam hubungan ini tumbuhan inang dirugikan karetna bahan makanannya berkurang.,IPA,Insertion Error
"Sementara itu, benalu beruntung memperoleh bahan makanan tanpa harus mengambil dari dalam tanah.","Sementara itu, benalu beruntung memperoleh bahan makatnan tanpa harus mengambil dari dalam tanah.",IPA,Insertion Error
Contoh lain dari simbiosis parasitisme yaitu hubungan antara kutu dengan benalu hewan inangnya.,Contoh lain dari simbiosis parasitisme yaitu hubungatn antara kutu dengan benalu hewan inangnya.,IPA,Insertion Error
"Simbiosis komensalisme adalah hubungan antara dua makhluk hidup berbeda, dalam hubungan ini makhluk hidup yang satu diuntungkan, sedangkan yang lainnya tidak dirugikan maupun diuntungkan.","Simbiosis komensalisme adalah hubungan antara dua makhtluk hidup berbeda, dalam hubungan ini makhluk hidup yang satu diuntungkan, sedangkan yang lainnya tidak dirugikan maupun diuntungkan.",IPA,Insertion Error
"Misalnya, tanaman anggrek yang hidup menempel di dahan pohon asam atau yang lainnya.","Misalnya, tanaman anggrek yang hidup menempel tdi dahan pohon asam atau yang lainnya.",IPA,Insertion Error
"Meskipun menempel, anggrek tidak mengambil zat-zat hara dari tumbuhan yang ditumpanginya.","Meskipun menempel, anggrek tidak mengambil zat-zat harat dari tumbuhan yang ditumpanginya.",IPA,Insertion Error
"Selain simbiosis, juga terdapat hubungan antarmakhluk hidup melalui peristiwa makan dan dimakan.","Selain simbiosis, juga terdapat hubungan antarmakhluk hidutp melalui peristiwa makan dan dimakan.",IPA,Insertion Error
Harimau memakan daging atau hewan lainnya.,Harimau memakan daging atoau hewan lainnya.,IPA,Insertion Error
Setiap jenis hewan membutuhkan jenis makanan tertentu.,Setiap jenis hewan membutuhkan jenis makanan tertenttu.,IPA,Insertion Error
Dalam rantai makanan ada makhluk hidup yang berperan sebagai produsen dan konsumen.,Dalam rantai makanan ada makhluk hidup yangt berperan sebagai produsen dan konsumen.,IPA,Insertion Error
Tumbuhan atau bagian tumbuhan yang merupakan sumber makanan disebut produsen.,Tumbuhan atau bagian tumbuhan yang merupakan sumbter makanan disebut produsen.,IPA,Insertion Error
Makhluk hidup yang mendapatkan makanan dari produsen atau makhluk hidup lainnya disebut konsumen.,Makhluk hidup yang mendapatkan makanan dari produsetn atau makhluk hidup lainnya disebut konsumen.,IPA,Insertion Error
Konsumen yang mendapat makanan langsung dari tumbuhan dinamakan konsumen tingkat satu (konsumen i).,Konsumen yang mendapat makanan langsung dari tumbuhatn dinamakan konsumen tingkat satu (konsumen i).,IPA,Insertion Error
Konsumen yang mendapat makanan dari konsumen tingkat satu dinamakan konsumen tingkat dua (konsumen ii).,Konsumen yang mendapat makanan dari konsumen tingtkat satu dinamakan konsumen tingkat dua (konsumen ii).,IPA,Insertion Error
Rantai makanan selalu diawali dengan tumbuhan.,Rantai makanan selalu dioawali dengan tumbuhan.,IPA,Insertion Error
Ketergantungan satu makhluk hidup pada makhluk hidup lain umumnya dalam hal makan dan memakan.,Ketergantungan satu makhluk hidutp pada makhluk hidup lain umumnya dalam hal makan dan memakan.,IPA,Insertion Error
Tikus memakan padi sehingga tikus bergantung pada padi.,Tikus memakan padi sehingga tikus bergantung padat padi.,IPA,Insertion Error
Hewan-hewan ini memakan makanan yang ada di lingkungannya sehingga tikus dan ular disebut konsumen atau pemakai.,Hewan-hewan ini memakan makanan yang ada tdi lingkungannya sehingga tikus dan ular disebut konsumen atau pemakai.,IPA,Insertion Error
"Sementara itu, padi dapat membuat sendiri makanannya.","Sementara itu, padi dapat membuat sendiri makanannyat.",IPA,Insertion Error
Tumbuhan dapat tumbuh dengan baik apabila lingkungannya mendukung.,Tumbuhan dapat tumbuh dengan baik apabila lingkungannyta mendukung.,IPA,Insertion Error
Lingkungan meliputi segala sesuatu yang berada di sekitar makhluk hidup.,Lingkungan meliputi segala sesuatu yang berada tdi sekitar makhluk hidup.,IPA,Insertion Error
Setiap makhluk hidup sangat tergantung dengan lingkungannya.,Setiap makhluk hidup sangat tergantung dengan lingkungannyta.,IPA,Insertion Error
"Dengan demikian, terjadi hubungan saling ketergantungan antarmakhluk hidup dan lingkungannya.","Dengan demikian, terjadi hubungan saling ketergantungan antarmakhlukt hidup dan lingkungannya.",IPA,Insertion Error
Ekosistem dibedakan menjadi dua yaitu ekosistem alam dan ekosistem buatan.,Ekosistem dibedakan menjadi dua yaitu ekosistem alamt dan ekosistem buatan.,IPA,Insertion Error
"Ekosistem alam contohnya hutan, danau, dan laut.","Ekosistem alam contohnya hutan, danau, dan lautt.",IPA,Insertion Error
"Sementara itu, ekosistem buatan contohnya sawah, ladang, kebun, kolam, dan akuarium.","Sementara itu, ekosistem buatan contohnya sawah, ladatng, kebun, kolam, dan akuarium.",IPA,Insertion Error
"Setiap ekosistem memiliki berbagai komponen, baik makhluk hidup maupun makhluk tidak hidup.","Setiap ekosistem memiliki berbagai komponen, baik makhtluk hidup maupun makhluk tidak hidup.",IPA,Insertion Error
Perubahan lingkungan dapat terjadi karena berbagai hal.,Perubahan lingkungan dapat terjadi karena berbagai thal.,IPA,Insertion Error
"Pencemaran, kebakaran, dan penebangan hutan dapat terjadi karena kegiatan manusia.","Pencemaran, kebakaran, dan penebangan hutan dapat terjtadi karena kegiatan manusia.",IPA,Insertion Error
"Namun, penggunaan pestisida secara berlebihan dapat mencemari tanah dan perairan.","Namun, penggunaan pestisida secara berlebihan dapat mencematri tanah dan perairan.",IPA,Insertion Error
"Selanjutnya, hewan yang memakan ikan tersebut juga akan mati, demikian seterusnya.","Selanjutnya, hewan yang memakan ikan tersebut jugat akan mati, demikian seterusnya.",IPA,Insertion Error
Insektisida berfungsi untuk membasmi serangga.,Insektisida berfungsi untuk membasmoi serangga.,IPA,Insertion Error
"Selain pencemaran, kebakaran dan penebangan hutan juga dapat menyebabkan terjadinya perubahan lingkungan.","Selain pencemaran, kebakaran dan penebangan hutan jugat dapat menyebabkan terjadinya perubahan lingkungan.",IPA,Insertion Error
Pak tani sangat beruntung dengan adanya burung hantu yang mencari makan di sawahnya.,Pak tani sangat beruntung dengan adanya burutng hantu yang mencari makan di sawahnya.,IPA,Insertion Error
Banyak benda di sekitar kita.,Banyak benda di seokitar kita.,IPA,Insertion Error
Setiap benda mempunyai wujud yang berbeda-beda.,Setiap benda mempunyai wuojud yang berbeda-beda.,IPA,Insertion Error
Sebagai contoh pensil dan air.,Sebagai contoh pensil daon air.,IPA,Insertion Error
Pensil dan air berbeda wujud.,Pensil dan air beorbeda wujud.,IPA,Insertion Error
"Sementara itu, air berwujud cair.","Sementara itu, air berwujuod cair.",IPA,Insertion Error
"Oleh karena itu, pensil dan air mempunyai sifat-sifat yang berbeda.","Oleh karena itu, pensil dan air mempunytai sifat-sifat yang berbeda.",IPA,Insertion Error
Berdasarkan wujudnya benda dikelompokkan menjadi tiga kelompok.,Berdasarkan wujudnya benda dikelompotkkan menjadi tiga kelompok.,IPA,Insertion Error
"Kelompok tersebut yaitu benda padat, cair, dan gas.","Kelompok tersebut yaitu benda padat, cair, tdan gas.",IPA,Insertion Error
Tulislah nama benda-benda yang termasuk benda padat.,Tulislah nama benda-benda yang termasuk benda padatt.,IPA,Insertion Error
"Di antaranya ada pensil, karet penghapus, dan buku tulis.","Di antaranya ada pensil, karet penghapus, tdan buku tulis.",IPA,Insertion Error
"Sifat-sifat benda padat di antaranya mempunyai bentuk tetap, walaupun diletakkan di tempat yang berbeda.","Sifat-sifat benda padat di antaranya mempunyai benttuk tetap, walaupun diletakkan di tempat yang berbeda.",IPA,Insertion Error
"Selain itu, benda padat bersifat dapat diubah bentuknya.","Selain itu, benda padat bersifat dapat diubtah bentuknya.",IPA,Insertion Error
Benda padat dapat berubah bentuk karena perlakuan tertentu.,Benda padat dapat berubah bentuk karena perlakutan tertentu.,IPA,Insertion Error
Memang di dapur banyak benda cair.,Memang di dapur baonyak benda cair.,IPA,Insertion Error
"Di antaranya ada air, sirop, minyak goreng, minyak tanah, dan kecap.","Di antaranya ada air, sirop, minyak goretng, minyak tanah, dan kecap.",IPA,Insertion Error
Benda cair mempunyai tekanan.,Benda cair mempunytai tekanan.,IPA,Insertion Error
Kondisi ini menunjukkan bahwa benda cair mengalir dari tempat tinggi ke tempat rendah.,Kondisi ini menunjukkan bahwa benda cair mengalitr dari tempat tinggi ke tempat rendah.,IPA,Insertion Error
Permukaan benda cair yang tenang berbeda dengan permukaan air yang sedang bergerak.,Permukaan benda cair yang tenang berbeda dengtan permukaan air yang sedang bergerak.,IPA,Insertion Error
