kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Sedangkan perairan air tawar terdiri atas danau dan sungai.,Sedangkan perairan air tawar terdiri atas danau dan sungai',IPS,Punctuation Error
Coba kamu amati kenampakan alam pada gambar di atas.,Coba kamu amati kenampakan alam pada gambar di atas',IPS,Punctuation Error
Apakah kamu sudah paham mengenai bentang alam?,Apakah kamu sudah paham mengenai bentang alam',IPS,Punctuation Error
Selanjutnya marilah kita pelajari berbagai bentuk kenampakan muka bumi.,Selanjutnya marilah kita pelajari berbagai bentuk kenampakan muka bumi',IPS,Punctuation Error
Pernahkah kamu pergi ke gunung?,Pernahkah kamu pergi ke gunung',IPS,Punctuation Error
Dari puncak gunung kamu dapat melihat daerah-daerah di bawahnya.,Dari puncak gunung kamu dapat melihat daerah?daerah di bawahnya.,IPS,Punctuation Error
Gunung adalah kenampakan muka bumi yang lebih tinggi dari daerah sekitarnya.,Gunung adalah kenampakan muka bumi yang lebih tinggi dari daerah sekitarnya',IPS,Punctuation Error
Gunung terlihat menjulang dan dibatasi lereng.,Gunung terlihat menjulang dan dibatasi lereng',IPS,Punctuation Error
Bagian terendah gunung dinamakan kaki gunung.,Bagian terendah gunung dinamakan kaki gunung',IPS,Punctuation Error
Bagian gunung tertinggi disebut puncak gunung.,Bagian gunung tertinggi disebut puncak gunung',IPS,Punctuation Error
"Gunung terbagi menjadi dua jenis, gunung berapi dan gunung tidak berapi.",Gunung terbagi menjadi dua jenis@ gunung berapi dan gunung tidak berapi.,IPS,Punctuation Error
Keduanya mempunyai manfaat bagi kehidupan manusia.,Keduanya mempunyai manfaat bagi kehidupan manusia',IPS,Punctuation Error
Dapatkah kamu menyebutkan manfaat gunung bagi manusia?,Dapatkah kamu menyebutkan manfaat gunung bagi manusia',IPS,Punctuation Error
"Ya, gunung dapat dimanfaatkan manusia untuk berbagai keperluan.",Ya@ gunung dapat dimanfaatkan manusia untuk berbagai keperluan.,IPS,Punctuation Error
"Misalnya untuk perkebunan, sarana rekreasi, olahraga dan tempat peristirahatan.","Misalnya untuk perkebunan, sarana rekreasi, olahraga dan tempat peristirahatan@",IPS,Punctuation Error
"Namun harus diingat, gunung berapi yang masih aktif sewaktu- waktu bisa meletus.","Namun harus diingat, gunung berapi yang masih aktif sewaktu- waktu bisa meletus@",IPS,Punctuation Error
Gunung meletus dapat membahayakan manusia.,Gunung meletus dapat membahayakan manusia',IPS,Punctuation Error
"Pada saat meletus, gunung berapi mengeluarkan lahar dan gas yang berbahaya bagi penduduk sekitarnya.",Pada saat meletus@ gunung berapi mengeluarkan lahar dan gas yang berbahaya bagi penduduk sekitarnya.,IPS,Punctuation Error
Penduduk yang bertempat tinggal di sekitar gunung berapi harus waspada.,Penduduk yang bertempat tinggal di sekitar gunung berapi harus waspada',IPS,Punctuation Error
Mereka harus memahami tanda-tanda gunung akan meletus.,Mereka harus memahami tanda?tanda gunung akan meletus.,IPS,Punctuation Error
Dengan demikian mereka dapat mengungsi lebih dahulu.,Dengan demikian mereka dapat mengungsi lebih dahulu',IPS,Punctuation Error
Beberapa nama gunung di indonesia.,Beberapa nama gunung di indonesia',IPS,Punctuation Error
Pegunungan adalah kumpulan dari beberapa gunung di satu wilayah yang saling menyambung.,Pegunungan adalah kumpulan dari beberapa gunung di satu wilayah yang saling menyambung',IPS,Punctuation Error
Biasanya pegunungan memiliki ketinggian lebih dari 600 m di atas permukaan laut.,Biasanya pegunungan memiliki ketinggian lebih dari 600 m di atas permukaan laut',IPS,Punctuation Error
Wilayah pegunungan digambarkan dalam peta dengan warna oranye sampai coklat tua.,Wilayah pegunungan digambarkan dalam peta dengan warna oranye sampai coklat tua',IPS,Punctuation Error
Tata warna tersebut tergantung ketinggian yang dimiliki oleh pegunungan.,Tata warna tersebut tergantung ketinggian yang dimiliki oleh pegunungan',IPS,Punctuation Error
"Pegunungan di indonesia termasuk dalam jalur busur australia, sirkum pasitik, dan sirkum mediterania.","Pegunungan di indonesia termasuk dalam jalur busur australia, sirkum pasitik, dan sirkum mediterania@",IPS,Punctuation Error
"Berdasarkan ketinggiannya, pegunungan di indonesia termasuk dalam kelompok pegunungan menengah.",Berdasarkan ketinggiannya@ pegunungan di indonesia termasuk dalam kelompok pegunungan menengah.,IPS,Punctuation Error
"Beberapa pegunungan terkenal antara lain bukit barisan di sumatra, dieng di jawa barat, kendeng di jawa timur, verbeek di sulawesi, dan sudirman di papua.","Beberapa pegunungan terkenal antara lain bukit barisan di sumatra} dieng di jawa barat, kendeng di jawa timur, verbeek di sulawesi, dan sudirman di papua.",IPS,Punctuation Error
Pegunungan tertinggi di indonesia terdapat di papua yaitu pegunungan sudirman.,Pegunungan tertinggi di indonesia terdapat di papua yaitu pegunungan sudirman',IPS,Punctuation Error
Puncak pegunungan sudirman selalu tertutup salju.,Puncak pegunungan sudirman selalu tertutup salju',IPS,Punctuation Error
Mengapa ada puncak pegunungan yang bersalju?,Mengapa ada puncak pegunungan yang bersalju',IPS,Punctuation Error
Puncak pegunungan tinggi dapat diliputi salju karena hawanya sangat dingin.,Puncak pegunungan tinggi dapat diliputi salju karena hawanya sangat dingin',IPS,Punctuation Error
Air di sana membeku dan berubah menjadi salju atau es.,Air di sana membeku dan berubah menjadi salju atau es',IPS,Punctuation Error
"Semakin tinggi kalian mendaki, semakin dingin pula suhunya.",Semakin tinggi kalian mendaki@ semakin dingin pula suhunya.,IPS,Punctuation Error
Dataran tinggi adalah bentuk relief muka bumi yang relatif datar.,Dataran tinggi adalah bentuk relief muka bumi yang relatif datar',IPS,Punctuation Error
Dataran tinggi memiliki ketinggian lebih dari 400 m di atas permukaan laut.,Dataran tinggi memiliki ketinggian lebih dari 400 m di atas permukaan laut',IPS,Punctuation Error
Dataran tinggi udaranya sesuai untuk tanaman hortikultura.,Dataran tinggi udaranya sesuai untuk tanaman hortikultura',IPS,Punctuation Error
Umumnya dataran tinggi dimanfaatkan untuk daerah perkebunan.,Umumnya dataran tinggi dimanfaatkan untuk daerah perkebunan',IPS,Punctuation Error
Selain itu juga dimanfaatkan untuk daerah pariwisata.,Selain itu juga dimanfaatkan untuk daerah pariwisata',IPS,Punctuation Error
Contohnya dataran tinggi karo di sumatra utara dan dataran tinggi dieng di jawa tengah.,Contohnya dataran tinggi karo di sumatra utara dan dataran tinggi dieng di jawa tengah',IPS,Punctuation Error
Dataran rendah adalah bentuk relief muka bumi yang berada pada ketinggian 0-200 meter di atas permukaan laut.,Dataran rendah adalah bentuk relief muka bumi yang berada pada ketinggian 0?200 meter di atas permukaan laut.,IPS,Punctuation Error
Biasanya terdapatdi tepi pantai dan daerah-daerah sekitar sungai.,Biasanya terdapatdi tepi pantai dan daerah?daerah sekitar sungai.,IPS,Punctuation Error
"Kota-kota seperti jakarta, surabaya, dan padang terletak di dataran rendah.","Kota-kota seperti jakarta@ surabaya, dan padang terletak di dataran rendah.",IPS,Punctuation Error
"Dataran rendah umumnya dimanfaatkan sebagai tempat tinggal, peternakan, industri, perkebunan, dan pariwisata.","Dataran rendah umumnya dimanfaatkan sebagai tempat tinggal} peternakan, industri, perkebunan, dan pariwisata.",IPS,Punctuation Error
Pantai adalah daerah perbatasan antara laut dengan daratan.,Pantai adalah daerah perbatasan antara laut dengan daratan',IPS,Punctuation Error
Indonesia merupakan daerah kepulauan yang membentang dan saling menyambung dari garis astronomis 6°lu - 11°ls dan 95°bt - 141 °bt.,Indonesia merupakan daerah kepulauan yang membentang dan saling menyambung dari garis astronomis 6°lu - 11°ls dan 95°bt - 141 °bt?,IPS,Punctuation Error
Wilayah indonesia dikelilingi lautan sehingga memiliki garis pantai yang sangat panjang.,Wilayah indonesia dikelilingi lautan sehingga memiliki garis pantai yang sangat panjang',IPS,Punctuation Error
Daerah-daerah pantai biasanya dimanfaatkan sebagai daerah kunjungan wisata dan olahraga.,Daerah?daerah pantai biasanya dimanfaatkan sebagai daerah kunjungan wisata dan olahraga.,IPS,Punctuation Error
"Tuliskan kawasan wisata di sekitar tempat tinggalmu yang berupa dataran tinggi, daratan rendah, dan pantai!","Tuliskan kawasan wisata di sekitar tempat tinggalmu yang berupa dataran tinggi, daratan rendah, dan pantai@",IPS,Punctuation Error
Kekhasan apa yang terdapat pada masing-masing kawasan wisata tersebut?,Kekhasan apa yang terdapat pada masing>masing kawasan wisata tersebut?,IPS,Punctuation Error
Laut adalah kumpulan air asin dalam jumlah banyak dan menggenangi tempat yang luas.,Laut adalah kumpulan air asin dalam jumlah banyak dan menggenangi tempat yang luas',IPS,Punctuation Error
Laut lebih sempit dari samudra.,Laut lebih sempit dari samudra',IPS,Punctuation Error
"Laut dapat disebut perairan yang merupakan bagian dari samudra, yang berbatasan langsung dengan daratan.",Laut dapat disebut perairan yang merupakan bagian dari samudra@ yang berbatasan langsung dengan daratan.,IPS,Punctuation Error
Wilayah indonesia dikelilingi banyak laut.,Wilayah indonesia dikelilingi banyak laut',IPS,Punctuation Error
"Ada laut banda, laut araturu, laut jawa, dan laut sulawesi.","Ada laut banda@ laut araturu, laut jawa, dan laut sulawesi.",IPS,Punctuation Error
Indonesia disebut negara maritim karena 2/3 wilayahnya berupa perairan.,Indonesia disebut negara maritim karena 2@3 wilayahnya berupa perairan.,IPS,Punctuation Error
Batas laut indonesia berdasarkan kesepakatan internasional ditentukan sebagai berikut.,Batas laut indonesia berdasarkan kesepakatan internasional ditentukan sebagai berikut',IPS,Punctuation Error
Seperti apakah dasar laut itu?,Seperti apakah dasar laut itu',IPS,Punctuation Error
Ternyata dasar laut tidak selalu rata.,Ternyata dasar laut tidak selalu rata',IPS,Punctuation Error
"Di sana-sini banyak gunung, lembah, bukit, dan dataran.","Di sana-sini banyak gunung} lembah, bukit, dan dataran.",IPS,Punctuation Error
Sungguh mirip dengan keadaan di daratan.,Sungguh mirip dengan keadaan di daratan',IPS,Punctuation Error
Di laut juga terdapat banyak gunung api atau gunung laut.,Di laut juga terdapat banyak gunung api atau gunung laut',IPS,Punctuation Error
Diduga ada lebih dari 1 0.000 gunung laut di dasar laut.,Diduga ada lebih dari 1 0?000 gunung laut di dasar laut.,IPS,Punctuation Error
"Beberapa gunung laut itu sangat tinggi sehingga puncaknya menjulang di atas permukaan air, dan menjadi pulau-pulau baru.","Beberapa gunung laut itu sangat tinggi sehingga puncaknya menjulang di atas permukaan air, dan menjadi pulau-pulau baru@",IPS,Punctuation Error
Selat merupakan salah satu bentuk relief bumi.,Selat merupakan salah satu bentuk relief bumi',IPS,Punctuation Error
Selat adalah laut kecil yang menghubungkan dua pulau.,Selat adalah laut kecil yang menghubungkan dua pulau',IPS,Punctuation Error
"Oleh karena indonesia merupakan negara kepulauan, tentu saja memiliki banyak selat yang menjadi penghubung antarpulau tersebut.",Oleh karena indonesia merupakan negara kepulauan@ tentu saja memiliki banyak selat yang menjadi penghubung antarpulau tersebut.,IPS,Punctuation Error
Bukalah atlasmu!,Bukalah atlasmu(,IPS,Punctuation Error
Temukan selat-selat yang ada di wilayah indonesia.,Temukan selat?selat yang ada di wilayah indonesia.,IPS,Punctuation Error
Kemudian tuliskan pulau-pulau yang dihubungkan oleh selat tersebut!,Kemudian tuliskan pulau?pulau yang dihubungkan oleh selat tersebut!,IPS,Punctuation Error
Selat malaka menghubungkan sumatra dan malaysia.,Selat malaka menghubungkan sumatra dan malaysia',IPS,Punctuation Error
Sungai adalah bentuk muka bumi yang lebih rendah dari daerah sekitarnya.,Sungai adalah bentuk muka bumi yang lebih rendah dari daerah sekitarnya',IPS,Punctuation Error
Sungai merupakan tempat aliran air yang secara alami mengalir dari hulu ke muara.,Sungai merupakan tempat aliran air yang secara alami mengalir dari hulu ke muara',IPS,Punctuation Error
Indonesia mempunyai banyak sungai.,Indonesia mempunyai banyak sungai',IPS,Punctuation Error
Sebutan sungai berbeda-beda di beberapa daerah.,Sebutan sungai berbeda?beda di beberapa daerah.,IPS,Punctuation Error
"Misalnya ci di jawa barat, way di lampung, air di bengkulu, kali di jawa tengah, batang di sumatra utara, dan krueng di aceh.","Misalnya ci di jawa barat} way di lampung, air di bengkulu, kali di jawa tengah, batang di sumatra utara, dan krueng di aceh.",IPS,Punctuation Error
Sungai dapat bermuara ke laut ataupun ke danau.,Sungai dapat bermuara ke laut ataupun ke danau',IPS,Punctuation Error
Sungai mempunyai banyak manfaat bagi kehidupan manusia.,Sungai mempunyai banyak manfaat bagi kehidupan manusia',IPS,Punctuation Error
Dapatkah kamu menyebutkan manfaatnya?,Dapatkah kamu menyebutkan manfaatnya',IPS,Punctuation Error
"Sungai dimanfaatkan sebagai sarana transportasi, plta, pengairan, dan sebagainya.","Sungai dimanfaatkan sebagai sarana transportasi@ plta, pengairan, dan sebagainya.",IPS,Punctuation Error
Sungai kapuas selain sebagai sarana transportasi juga terdapat pasar terapung.,Sungai kapuas selain sebagai sarana transportasi juga terdapat pasar terapung',IPS,Punctuation Error
Beberapa nama sungai di indonesia.,Beberapa nama sungai di indonesia',IPS,Punctuation Error
Danau merupakan cekungan air yang sangat luas dan dikelilingi daratan.,Danau merupakan cekungan air yang sangat luas dan dikelilingi daratan',IPS,Punctuation Error
"Danau banyak dimanfaatkan untukperikanan, plta, sarana olahraga, pariwisata, dan sarana kehidupan sehari-hari.","Danau banyak dimanfaatkan untukperikanan} plta, sarana olahraga, pariwisata, dan sarana kehidupan sehari-hari.",IPS,Punctuation Error
"Danau terbagi menjadi dua macam, yaitu danau alami dan danau buatan.",Danau terbagi menjadi dua macam@ yaitu danau alami dan danau buatan.,IPS,Punctuation Error
Danau alami terbentuk karena proses alam.,Danau alami terbentuk karena proses alam',IPS,Punctuation Error
Misalnya bekas letusan gunung berapi sehingga menyebabkan munculnya cekungan sangat luas yang kemudian terisi air.,Misalnya bekas letusan gunung berapi sehingga menyebabkan munculnya cekungan sangat luas yang kemudian terisi air',IPS,Punctuation Error
Sementara danau buatan adalah danau yang sengaja dibuat oleh manusia.,Sementara danau buatan adalah danau yang sengaja dibuat oleh manusia',IPS,Punctuation Error
Danau jenis ini biasa disebut waduk.,Danau jenis ini biasa disebut waduk',IPS,Punctuation Error
Contohnya waduk gajah mungkur di jawa tengah dan waduk jati luhur di jawa barat.,Contohnya waduk gajah mungkur di jawa tengah dan waduk jati luhur di jawa barat',IPS,Punctuation Error
Ada danau yang disebut danau mati.,Ada danau yang disebut danau mati',IPS,Punctuation Error
"Danau yang kini masih ada, suatu ketika bisa saja menghilang atau mengering.",Danau yang kini masih ada@ suatu ketika bisa saja menghilang atau mengering.,IPS,Punctuation Error
Hal ini akibat perubahan cuaca atau perubahan aliran air.,Hal ini akibat perubahan cuaca atau perubahan aliran air',IPS,Punctuation Error
Letusan gunung api dan gempa bumi juga bisa mengubah permukaan daratan seputar danau.,Letusan gunung api dan gempa bumi juga bisa mengubah permukaan daratan seputar danau',IPS,Punctuation Error
Akibatnya danau mengering.,Akibatnya danau mengering',IPS,Punctuation Error
"Danau inilah yang disebut danau mati, karena airnya tersedot ke himpunan air lainnya.",Danau inilah yang disebut danau mati@ karena airnya tersedot ke himpunan air lainnya.,IPS,Punctuation Error
Amatilah kenampakan alam wilayah sekitar tempat tinggalmu!,Amatilah kenampakan alam wilayah sekitar tempat tinggalmu(,IPS,Punctuation Error
Adakah sungai dan danau atau waduk?,Adakah sungai dan danau atau waduk',IPS,Punctuation Error
Tunjukkan manfaat sungai dan danau atau waduk tersebut bagi masyarakat sekitar tempat tinggalmu!,Tunjukkan manfaat sungai dan danau atau waduk tersebut bagi masyarakat sekitar tempat tinggalmu(,IPS,Punctuation Error
Setiap daerah mempunyai ciri dan kenampakan alam yang berbeda-beda.,Setiap daerah mempunyai ciri dan kenampakan alam yang berbeda?beda.,IPS,Punctuation Error
Hal ini memunculkan adanya keragaman atau ciri khas tiap-tiap daerah.,Hal ini memunculkan adanya keragaman atau ciri khas tiap?tiap daerah.,IPS,Punctuation Error
Keragaman tersebut meliputi keragaman sosial dan budaya.,Keragaman tersebut meliputi keragaman sosial dan budaya',IPS,Punctuation Error
Keragaman suatu daerah dapat kamu lihat dari perilaku masyarakatnya.,Keragaman suatu daerah dapat kamu lihat dari perilaku masyarakatnya',IPS,Punctuation Error
Misalnya mata pencaharian penduduk setempat.,Misalnya mata pencaharian penduduk setempat',IPS,Punctuation Error
Perbedaan kenampakan alam di tiap-tiap daerah menyebabkan munculnya kondisi sosial yang berbeda.,Perbedaan kenampakan alam di tiap?tiap daerah menyebabkan munculnya kondisi sosial yang berbeda.,IPS,Punctuation Error
"Secara garis besar penduduk indonesia terbagi dalam dua kategori tempat tinggal, yaitu pedesaan dan perkotaan.",Secara garis besar penduduk indonesia terbagi dalam dua kategori tempat tinggal@ yaitu pedesaan dan perkotaan.,IPS,Punctuation Error
